x1,,,
0.014819746,,,
0.022602303,,,
0.019527728,,0.020828787,0.005728999
0.013913083,,,
0.024305662,,,
0.020095009,,,
0.019396309,,,
0.013546665,,,
0.031592559,,,
0.01385707,,,
0.019681709,,,
0.013889652,,,
0.013152448,,,
0.013514276,,,
0.013765477,,,
0.010809654,,,
0.012755703,,,
0.021918684,,,
0.021947898,,,
0.022207178,,,
0.018716807,,,
0.014906071,,,
0.019483019,,,
0.027093427,,,
0.023392944,,,
0.023489289,,,
0.034629602,,,
0.029728075,,,
0.020113464,,,
0.028324639,,,
0.025032211,,,
0.01614207,,,
0.024684288,,,
0.028235404,,,
0.024487883,,,
0.019893713,,,
0.027735736,,,
0.019420218,,,
0.014478819,,,
0.026064683,,,
0.0284272,,,
0.024224583,,,
0.01800945,,,
0.022454206,,,
